DOI,Title,Authors,Journal,Year,Abstract,ResearchRabbitId,Cited By,References,PubMedId
(missing DOI),Building a framework for understanding and improving information technology transfer process in the Arab countries,"Khalid Al-Mabrouk, Jeffrey Soar",(missing journal),2007,"[Abstract]: Transfer of information technology (IT) is becoming an increasingly important challenge for developing countries. IT transfer is risky and time-consuming due to the complex processes that it involves. Existing literature shows that few efforts have been made to understand and improve IT transfer and its process in the Arab countries. This paper reports on research in progress that aims to address that gap through empirical research in the Arab countries. The research found that six interacting stages provided a model within which IT transfer process can be understood: assessment and selection; acquisition; adaptation; absorption and assimilation; diffusion; and development. Based on this model, the IT transfer process can be understood by applying the Delphi method to identify the issues that comprise each stage of the process. Thus, a two-round Delphi-type survey was designed and conducted in this study to identify major issues for the successful IT transfer process in developing countries from the perceptions of stakeholder groups in the Arab countries. Attempts to map issues to a descriptive model allow discrimination between substantive issues. Structured coding, model approach (IT transfer process model) and synthesis procedures resulted in a master set of 10 major issue categories, and 71 sub-issues. This paper serves to focus discussion and promote constructive interaction for the purpose of understanding and improving the nuances of the IT transfer process in developing countries in general and in the Arab countries in particular.",225990507,3,54,(missing PubMedId)
(missing DOI),The Evolution of an Enterprise System Implementation Methodology by Adaptation through Reflexivity,"D. Mihailescu, M. Mihailescu, S. Carlsson",2016 49th Hawaii International Conference on System Sciences (HICSS),2016,"In spite of an Enterprise Systems Implementation Methodology's (ESIM's) potential and significance for Enterprise Systems implementation, little attention has been paid to its evolution in ES literature. Moreover, current studies reveal contradictory findings and provide a fragmented understanding. The purpose of this paper is to provide a framework underpinned by a morphogenetic approach for explaining how ESIM evolves by adaptation through reflexivity. Our qualitative study resulted in a richer description of ESIM contents differentiated by adaptation strategies through reflexivity. Four theoretically and empirically informed ESIM adaptation strategies, i.e. reorienting, embedding, aligning and connecting, with related conditions and effects are suggested. This study retains valuable insights of prior works in Information Systems Development (ISD) research, since ESIM might be regarded as one of the latest interventions undertaken in an attempt to improve the quality of an ES product and the productivity and quality of an implementation process.",223348100,0,40,(missing PubMedId)
(missing DOI),Key management processes to technology transfer success,"Dayu Jin, X. Mo, Annapoornima M. Subramanian, Kah-Hin Chai, Chang Chieh Hang",(missing journal),2016,"The success rate of technology transfer from government laboratories is quite low. This paper combines findings from academic research to provide valuable managerial insights. We conclude that technology transfer factors identified so far actually relate to four management processes: project management, strategy management, innovation management, and relationship management.",221049202,3,33,(missing PubMedId)
10.1016/J.INFSOF.2020.106473,Industry-Academia research collaboration in software engineering: The Certus model,"Dusica Marijan, Arnaud Gotlieb",Information and Software Technology,2021,"Abstract   Context  Research collaborations between software engineering industry and academia can provide significant benefits to both sides, including improved innovation capacity for industry, and real-world environment for motivating and validating research ideas. However, building scalable and effective research collaborations in software engineering is known to be challenging. While such challenges can be varied and many, in this paper we focus on the challenges of achieving participative knowledge creation supported by active dialog between industry and academia and continuous commitment to joint problem solving.    Objective  This paper aims to understand what are the elements of a successful industry-academia collaboration that enable the culture of participative knowledge creation.    Method  We conducted participant observation collecting qualitative data spanning 8 years of collaborative research between a software engineering research group on software V&V and the Norwegian IT sector. The collected data was analyzed and synthesized into a practical collaboration model, named the Certus Model.    Results  The model is structured in seven phases, describing activities from setting up research projects to the exploitation of research results. As such, the Certus model advances other collaborations models from literature by delineating different phases covering the complete life cycle of participative research knowledge creation.    Conclusion  The Certus model describes the elements of a research collaboration process between researchers and practitioners in software engineering, grounded on the principles of research knowledge co-creation and continuous commitment to joint problem solving. The model can be applied and tested in other contexts where it may be adapted to the local context through experimentation.",8111970b-c782-4524-81db-9ef0dea02d3e,54,73,(missing PubMedId)
(missing DOI),Tackling the complexity of requirements engineering process improvement by partitioning the improvement task,"U. Nikula, J. Sajaniemi",2005 Australian Software Engineering Conference,2005,"Software process improvement is a complex and expensive endeavor requiring extensive resources and long term commitment. In the present study software process improvement (SPI) problems in small organizations were tackled by dividing the overall effort into three subtopics: technical infrastructure, working practices, and management infrastructure. Partitioning the SPI efforts into these three subtopics makes it apparent that all of these topics do not need to be tackled in the same way but some tasks can, e.g., be outsourced. In this paper the results of an investigation into the use of the model above in requirements engineering (RE) process improvement are reported from three industrial case studies. A domain specific method was constructed independently of the utilizing companies, i.e., outsourced, and it was then used in SPI efforts in the companies to establish a solid infrastructure for basic RE in a short period of time, with limited resources, and without previous expertise in RE. It is argued that the suggested partitioning can both lower the threshold for initiating software process improvement efforts in industry and increase the likelihood of successfully completing them.",216075949,9,29,(missing PubMedId)
(missing DOI),Requirements Engineering Technology Transfer: An Experience Report,"Francisco A. C. Pinheiro, Julio Cesar Sampaio do Prado Leite, Jaelson Castro",Journal of Technology Transfer,2003,"This paper is an experience report on an initiative to incorporate requirements engineering practices into the development process of two large corporations. The project was framed by a government program to foster collaboration between academia, industry, and government agencies. Its expected result—proposals for cooperative work—is in itself a major challenge, since it was not decided from the beginning what aspect of requirements engineering would be covered by the proposals.",215139399,11,22,(missing PubMedId)
(missing DOI),"Approaches, success factors, and barriers for technology transfer in software engineering—Results of a systematic literature review","Jennifer Brings, Marian Daun, Sarah Brinckmann, Kevin Keller, Thorsten Weyer",J. Softw. Evol. Process.,2018,Technology transfer aims at supporting the transfer of results from software engineering research from academia to industrial application.,214653878,18,99,(missing PubMedId)
10.1109/SEAA51224.2020.00053,Lessons Learned on Research Co-Creation: Making Industry-Academia Collaboration Work,"Dusica Marijan, Arnaud Gotlieb",2020 46th Euromicro Conference on Software Engineering and Advanced Applications (SEAA),2020,"How to increase the impact of software engineering research in the software industry and the society at large is a critical yet perplexing question to answer. Constrained by curtailed communication between researchers and practitioners, research conducted in a vacuum, or the ""publish or perish"" mindset, research collaborations between industry and academia often fail to deliver on the promise of creating a meaningful impact for practitioners. In an attempt to address these circumstances, this paper gives insights on applying research value co-creation to industry-academia collaboration in software engineering. We observe that the core of co-creation includes commitment, continuous engagement and alignment, aiming to produce value for both sides. Further we contend that co-creation has the potential to bridge the acknowledged research-practice collaboration gap through participative knowledge generation. Our experience stems from an eight-year long large collaborative project between a research organization and Norwegian software industry and public sector services. We suggest that for achieving research impact one needs to rethink the way industry and academia engage in and run collaborative projects. Traditional technology-transfer workflows where research is created in a lab and then pushed to industry practice do not stand the best chance of success. Instead, co-creating research with all stakeholders is likely to bring about the best research impact.",a2f1694b-8eaf-4fd0-8005-24a8f7a95fe5,14,21,(missing PubMedId)
(missing DOI),Research Collaborations between Academia and Industry,"H. D. Rombach, R. Achatz",Future of Software Engineering (FOSE '07),2007,"The rapid and complex research and innovation processes require high-tech companies to optimize their technology transfer processes. It is clearly not sufficient to solely rely on internal R&D; strategic cooperations with external research centers of excellence are needed in order to compete in the global innovation market. Candidates for such strategic cooperations are universities, research institutions, and technology focused consulting companies. Key challenge is the effective integration of external competences into the company-internal innovation processes. In this paper we present a survey of the state-of-the-art in technology transfer, high-light promising success cases for the future, and derive success criteria for successful technology transfer in a global world. The cooperation between Siemens and Fraunhofer IESE is presented as a concrete example.",210041922,43,10,(missing PubMedId)
(missing DOI),Effective Acquirer/Supplier Software Document Reviews,Gregory T. Daich,(missing journal),1998,"Not all reviews are alike. What some people call a review (or a technical review), others call a free-for-all, come as you are, anyway you like it, gab session. Another name for some of these types of meetings is an informal design brainstorming session. What some call a software inspection (or a peer review), others call a practice session for the latest speed-reading contest. What some call a formal review (or structured walk-through), others call a waste of time. Often valuable process and product information gets ignored or thrown away before it can be used to improve practices and show value for the effort expended. Finally, what some call an audit (or software quality assurance review), others call a half-baked effort. Many reviews are severely handicapped due to missing or unavailable review resources or inadequate time.",208305663,0,3,(missing PubMedId)
(missing DOI),"Software Defect Prediction Techniques in Automotive Domain: Evaluation, Selection and Adoption",Rakesh Rana,(missing journal),2015,"Software is becoming an increasingly important part of automotive product development. While software in automotive domain enables important functionality and innovations, it also requires significant effort for its verification & validation to meet the demands of safety, high quality and reliability. To ensure that the safety and quality demands are meet within the available resource and time requires efficient planning and control of test resources and continuous reliability assessment. By forecasting the expected number of defects and likely defect inflow profile over software life cycle, defect prediction techniques can be used for effective allocation of limited test resources. These techniques can also help with the assessment of maturity of software before release. This thesis presents research aimed at improving the use of software defect prediction techniques within the automotive domain. Through a series of empirical studies, different software defect prediction techniques are evaluated for their applicability in this context. The focus of the assessment have been on evaluation of these techniques, how to select the appropriate software reliability growth models and the factors that play important role in their adoption in industry. The results show that defect prediction techniques (i) can be effectively used to forecast the expected defect inflow profile (shape and the asymptote); (ii) they are also useful for assessment of the maturity of software before release; (iii) executable models can be used for early reliability assessment by combining fault injection with mutation testing approach; and (iv) a number of factors beyond predictive accuracy such as setup, running, and maintenance costs are important for industrial adoption of machine learning based software defect prediction techniques. The effective use of software defect prediction techniques and doing early reliability assessment on executable models would allow (i) early planning and efficient use of limited test resources; (ii) reduced development time/ market lead time; and (iii) more robust software in automobiles which make them more intelligent, safe and also highly reliable.",206164348,8,227,(missing PubMedId)
(missing DOI),In Quest for Proper Mediums for Technology Transfer in Software Engineering,"Florian Grigoleit, Antonio Vetro, D. Méndez Fernández, Wolfgang Böhm, Philipp Diebold",arXiv: Software Engineering,2016,"Successful transfer of the results of research projects into practice is of great interest to all project participants. It can be assumed that different transfer mediums fulfill technology transfer (TT) with different levels of success and that they are impaired by different kinds of barriers. The goal of this study is to gain a better understanding about the different mediums used for TT in software engineering, and to identify barriers weakening the success of the application of such mediums. We conducted an exploratory study implemented by a survey in the context of a German research project with a broad range of used mediums. The main reported barriers were low expectations of usefulness, no awareness of existence, lack of resources, or inadequateness in terms of outdated material or being in an immature state. We interpreted our results as symptoms of a lack of a dissemination plan in the project. Further work will be needed to explore the implications for the transfer of research results (knowledge and techniques) to practice.",204168847,16,11,(missing PubMedId)
(missing DOI),A method for evaluating rigor and industrial relevance of technology evaluations,"Martin Ivarsson, Tony Gorschek",Empirical Software Engineering,2011,"One of the main goals of an applied research field such as software engineering is the transfer and widespread use of research results in industry. To impact industry, researchers developing technologies in academia need to provide tangible evidence of the advantages of using them. This can be done trough step-wise validation, enabling researchers to gradually test and evaluate technologies to finally try them in real settings with real users and applications. The evidence obtained, together with detailed information on how the validation was conducted, offers rich decision support material for industry practitioners seeking to adopt new technologies and researchers looking for an empirical basis on which to build new or refined technologies. This paper presents model for evaluating the rigor and industrial relevance of technology evaluations in software engineering. The model is applied and validated in a comprehensive systematic literature review of evaluations of requirements engineering technologies published in software engineering journals. The aim is to show the applicability of the model and to characterize how evaluations are carried out and reported to evaluate the state-of-research. The review shows that the model can be applied to characterize evaluations in requirements engineering. The findings from applying the model also show that the majority of technology evaluations in requirements engineering lack both industrial relevance and rigor. In addition, the research field does not show any improvements in terms of industrial relevance over time.",203227702,371,103,(missing PubMedId)
(missing DOI),Common Factors in the Successful Software Projects in Pakistan's Software Industry,"Faisal Shafique Butt, Misbah Liaqat, Haseeb-UR-Rehman Khan, Wasif Nisar, Ehsan Ullah Munir",(missing journal),2012,"In this research paper, we identify a range of measures that can be used to assess the success of the common factors in the successful software projects in Pakistan software industry. The measures are identified based on literature and a survey conducted in the software professionals. The consideration of a development process model and an analysis of the opinions of the professionals are elaborated in context Pakistan's software industry. In this study, the guidelines for the project managers regarding perceptions from software practitioners are concluded. Extensive Survey results and Tables elaborated the common factors in the Successful Software Projects.",202774272,10,2,(missing PubMedId)
(missing DOI),Bridging the gap: SE technology transfer into practice: study design and preliminary results,"Philipp Diebold, Antonio Vetrò",ESEM '14,2014,"Background: Particularly during and after research projects, technology transfer into practice plays an important role for academia to get technologies into use and for industry to improve their development. Objective: Our goal was to gain more and current knowledge about how technology transfer from software engineering (SE) research into industrial practice is accomplished best and how to measure the effectiveness of this transfer. Method: We conducted a study in the context of two German research projects, covering many different organizations from industry and academia. Results: This paper presents the design of the study and the survey performed. After introducing the concept of technology transfer we used and adapted, we present preliminary results. Conclusions: We observed that traditional means such as meetings or workshops are still the most widely used mediums for technology transfer in SE. We also discovered that, even though the duration of transfer depends on the object being transferred, the average duration is three years, which is far less than previously published (~18 years).",200324436,17,19,(missing PubMedId)
(missing DOI),Organising evidence to support software engineering practice,"D. Budgen, J. Bøegh, A. Mohan",Eleventh Annual International Workshop on Software Technology and Engineering Practice,2003,"Evidence (in different forms) is widely employed to establish and refine ideas about what constitutes good practice in many domains of science and engineering. However, software engineering (and computing in general) has so far been a notable exception to this, and our paper sets out to explore some of the reasons why this should be so, and how the situation might be changed in the future. We examine the ways in which some other domains collect and use evidence, and then examine both 'commercial' and 'open source' development practices to see how these currently make use of previous experience and evidence. Finally, we consider the possible role of systematic review groups in strengthening the way that evidence could be employed in future software engineering practices.",199509208,2,22,(missing PubMedId)
(missing DOI),System-specific static code analyses: a case study in the complex embedded systems domain,"Holger M. Kienle, Johan Kraft, Thomas Nolte",Software Quality Journal,2012,"In this paper, we are exploring the approach to utilize system-specific static analyses of code with the goal to improve software quality for specific software systems. Specialized analyses, tailored for a particular system, make it possible to take advantage of system/domain knowledge that is not available to more generic analyses. Furthermore, analyses can be selected and/or developed in order to best meet the challenges and specific issues of the system at hand. As a result, such analyses can be used as a complement to more generic code analysis tools because they are likely to have a better impact on (business) concerns such as improving certain software quality attributes and reducing certain classes of failures. We present a case study of a large, industrial embedded system, giving examples of what kinds of analyses could be realized and demonstrate the feasibility of implementing such analyses. We synthesize lessons learned based on our case study and provide recommendations on how to realize system-specific analyses and how to get them adopted by industry.",197806433,14,69,(missing PubMedId)
(missing DOI),Software Risk Management in the Safety-critical Medical Device Domain - Involving a User Perspective,Christin Lindholm,(missing journal),2014,"There is a thin line between life and death. In the medical domain, risk management can be an instrument that helps the development organisations to develop safer medical devices. A medical device that fails can bring harm to both patients and medical staff. The medical device domain is a complex field where there are several characteristics contributing to the complexity. Many of the functions performed by medical devices and systems are affecting human lives, directly when the devices are used in treatment and indirectly when the devices are used in monitoring. In the risk management process a major challenge is to assure safety and prevent the patients and the medical staff from harm. The process is a dynamic process and it is necessary to manage risk throughout the whole lifecycle of the medical device in order to avoid potential hazardous situations over time. The main goals of the research effort in this thesis are to integrate users and user perspective in the software risk management process in the medical device domain, and to develop a new risk management process involving a user perspective. This thesis is based on empirical research with both qualitative and quantitative approaches. The research contains a survey presenting the characteristics of the state of practice of software development in the context of the medical devices and systems. One part of the survey focuses on quality assurance of software, risk management, and the developers’ conception of safety criticality of software. The conception of risk was further investigated in two controlled experiments. The identified challenges and experiences from the survey and the experiments were utilized after that in three case studies. A new software risk management process, RiskUse, was derived from the experiences and conclusions gained from two of the three case studies. In the first case study was the risk management process studied and in the second case study the introduction of usability testing included the risk management process. The aim of RiskUse is to support software risk management activities in the medical device domain and to bring in an emphasised user perspective into the risk management process. Finally, the first version of RiskUse was empirically evaluated in the third last case study. The research was conducted as action research with the aim to evaluate the user perspective parts of the new risk management process. In conclusion RiskUse, is found, in the studied cases, to support the practitioners in their work with user risks and risk management. (Less)",197636621,0,122,(missing PubMedId)
(missing DOI),What characterize an Enterprise Systems Implementation Methodology,"Daniela Mihailescu, Marius Mihailescu",Americas Conference on Information Systems,2009,"Enterprise Systems Implementation Methodology (ESIM) is considered to be a critical factor for successful Enterprise Systems (ES) implementations. In spite of ESIM’s potential and significance for practice, little attention has been paid to this object of study in ES literature. Current studies reveal contradictory findings regarding its potential value and provide a fragmented understanding of it. This paper, therefore, addresses the following research question: What characterizes an ESIM? and suggests that ESIM can be interpreted in terms of its characterizing aspects, i.e. formalized, relational and emergent. This interpretation provides guidance in assessing ESIM in practice and lays the groundwork for useful follow-on research. Since ESIM might be regarded as one of the latest interventions undertaken in an attempt to improve the quality of an ES product and the productivity and quality of an implementation process, this study retains valuable insights of prior works in Information Systems Development research.",194734697,1,32,(missing PubMedId)
(missing DOI),Intelligent decision support for road mapping a technology transfer case study with seimens corporate technology,"Pankaj Bhawnani, G. Ruhe, Franz Kudorfer, L. Meyer",TT '06,2006,"In this paper, we describe a technology transfer case study with Siemens Corporate Technology, Systems and Engineering in Munich, Germany in which intelligent decision support was provided for road mapping of the services provided by this unit. The challenge was to provide roadmaps for optimal success in order to achieve maximum market competitiveness and customer satisfaction while simultaneously balancing the resources, business rules, risks, constraints and priorities of different stakeholders and customers around the world. The paper thus describes how ReleasePlanner, a cutting edge technology based on hybrid intelligence developed by the Laboratory for Software Engineering Decision Support at the University of Calgary was used to provide decision support. The technology transfer process and its impact at Siemens are reported.",188052088,10,8,(missing PubMedId)
(missing DOI),"Engineering Families of Software-Intensive Systems using Features, Goals and Scenarios",Magnus Eriksson,(missing journal),2006,"Over the last decade, software has become an integral part of many products with which it is not traditionally associated (e.g., automobiles, medical equipment, home appliances, etc.). This has led ...",184743158,4,121,(missing PubMedId)
(missing DOI),Acceptance of Agile Methodologies: A Critical Review and Conceptual Framework,"Frank K. Y. Chan, James Y.L. Thong",Social Science Research Network,2011,"It is widely believed that systems development methodologies (SDMs) can help improve the software development process. Nevertheless, their deployment often encounters resistance from systems developers. Agile methodologies, the latest batch of SDMs that are most suitable in dealing with volatile business requirements, are likely to face the same challenge as they require developers to drastically change their work habits and acquire new skills. This paper addresses what can be done to overcome the challenge to agile methodologies acceptance. We provide a critical review of the extant literature on the acceptance of traditional SDMs and agile methodologies, and develop a conceptual framework for agile methodologies acceptance based on a knowledge management perspective. This framework can provide guidance for future research into acceptance of agile methodologies, and has implications for practitioners concerned with the effective deployment of agile methodologies.",184593159,287,128,(missing PubMedId)
(missing DOI),Making change: understanding software technology transfer,Shari Lawrence Pfleeger,(missing journal),1997,(missing abstract),181844413,3,17,(missing PubMedId)
(missing DOI),To use or not to use? SDM utilisation in the development of LMS in South Africa,"K. V. Aswegen, Magda Huisman, E. Taylor",Interact. Technol. Smart Educ.,2014,"Purpose – The purpose of this study was to determine if Systems Development Methodologies (SDMs) are being utilised effectively in the development of Learning Management Systems (LMSs) in South Africa. With e-learning being a critical component of modern educational systems, it has become essential to ensure that LMSs of a high standard are being developed. In the field of SDMs, much research has been done and the value of SDMs is proven and documented. To enhance the chances of developing LMSs of outstanding quality, it is crucial that SDMs are applied efficiently, as they can have a significant impact on the development process. Design/methodology/approach – A positivistic research approach was followed. By utilising a survey as the main research method, quantitative data were generated. By statistically analysing the dataset, meaningful results were obtained. Findings – This study shed some light on how LMS procurement and development is being done in South Africa and revealed that the use of open-sour...",180186497,1,39,(missing PubMedId)
(missing DOI),Why software engineering is riskier than ever,"A. Fuller, P. Croll, Omar Garcia",Proceedings Second Asia-Pacific Conference on Quality Software,2001,"The ultimate aim of software engineering methods and tools is to reduce risks associated with the development of software products. Accepted risk management procedures recognize that software development is inherently risky, however fail to take into account the changing nature of both software products and the organizations undertaking their development. SE research has traditionally focused on the needs of very large corporations undertaking equally mammoth and complex development projects, thus most tools and methods are predicated on this model. Yet most software development is undertaken by small to medium enterprises. Consequently, these development efforts are either undertaken with little or no adherence to any SE standard process or by attempting to tailor processes intended for larger organizations. Neither of these alternatives is ideal, with both introducing new elements of risk. The rise of the Internet as a platform for commercial applications has partly driven this move away from monolithic software development and has also contributed to the proliferation of software products built using COTS components. Clearly there is a risk involved in the use of components not developed specifically for a particular application while Internet applications introduce an. entirely new set of possible risks. These newer risk factors directly affect the quality of the software product and the paper discusses these factors in detail, showing how they contribute to making software development today an even riskier proposition than previously.",177473964,8,48,(missing PubMedId)
(missing DOI),Industry–academia collaborations in software testing: experience and success stories from Canada and Turkey,"Vahid Garousi, Matt M. Eskandar, Kadir Herkiloglu",Software Quality Journal,2017,"Collaboration between industry and academia supports improvement and innovation in industry and helps to ensure industrial relevance in academic research. However, many researchers and practitioners believe that the level of joint industry–academia collaborations (IAC) in software engineering (SE) is still relatively very low, compared to the amount of activity in each of the two communities. The goal of the empirical study reported in this paper is to characterize a set of collaborative industry–academia R&D projects in the area of software testing conducted by the authors (based in Canada and Turkey) with respect to a set of challenges, patterns and anti-patterns identified by a recent Systematic Literature Review study, with the aim of contributing to the body of evidence in the area of IAC, for the benefit of SE researchers and practitioners in conducting successful IAC projects in software testing and in software engineering in general. To address the above goal, a pool of ten IAC projects (six completed, two failed and two ongoing) all in the area of software testing, which the authors have led or have had active roles in, were selected as objects of study and were analyzed (both quantitatively and qualitatively) with respect to the set of selected challenges, patterns and anti-patterns. As outputs, the study presents a set of empirical findings and evidence-based recommendations, e.g.: it has been observed that even if an IAC project may seem perfect from many aspects, one single major challenge (e.g., disagreement in confidentiality agreements) can lead to its failure. Thus, we recommend that both parties (academics and practitioners) consider all the challenges early on and proactively work together to eliminate the risk of challenges in IAC projects. We furthermore report correlation and interrelationship of challenges, patterns and anti-patterns with project success measures. This study hopes to encourage and benefit other SE researchers and practitioners in conducting successful IAC projects in software testing and in software engineering in general in the future.",174825459,64,103,(missing PubMedId)
(missing DOI),Towards improving industrial adoption: the choice of programming languages and development environments,"Ivonne von Nostitz-Wallwitz, Jacob Krüger, Thomas Leich",(missing journal),2018,"While promising software engineering approaches are proposed every day, only few are adapted by professional developers. There are many potential reasons for this, such as, problems in identifying helpful approaches, missing tools, or lacking practical relevance. With our current research, we are concerned to improve the knowledge transfer from research to practice. In this paper, we discuss the impact of development environments and programming languages on knowledge transfer - considering that many scientific approaches and tools are interesting for professional developers, but rarely adopted by them. We base our discussion mainly on our personal experiences with industry-academia collaborations. To determine whether these experiences also apply to other developers, we additionally conducted a survey with 89 participants from academia and industry. The first results of our on-going work indicate a gap between the development environments and programming languages that are supported or used by researchers and those that are applied in industry. Based on our results, we describe initial discussions that can help to improve collaborations between industry and research.",174475048,6,41,(missing PubMedId)
(missing DOI),Team discussions and dynamics during DevOps tool adoptions in OSS projects,"Likang Yin, Vladimir Filkov",International Conference on Automated Software Engineering,2020,"In Open Source Software (OSS) projects, pre-built tools dominate DevOps-oriented pipelines. In practice, a multitude of configuration management, cloud-based continuous integration, and automated deployment tools exist, and often more than one for each task. Tools are adopted (and given up) by OSS projects regularly. Prior work has shown that some tool adoptions are preceded by discussions, and that tool adoptions can result in benefits to the project. But important questions remain: how do teams decide to adopt a tool? What is discussed before the adoption and for how long? And, what team characteristics are determinant of the adoption?In this paper, we employ a large-scale empirical study in order to characterize the team discussions and to discern the team-level determinants of tool adoption into OSS projects' development pipelines. Guided by theories of team and individual motivations and dynamics, we perform exploratory data analyses, do deep-dive case studies, and develop regression models to learn the determinants of adoption and discussion length, and the direction of their effect on the adoption. From data of commit and comment traces of large-scale GitHub projects, our models find that prior exposure to a tool and member involvement are positively associated with the tool adoption, while longer discussions and the number of newer team members associate negatively. These results can provide guidance beyond the technical appropriateness for the timeliness of tool adoptions in diverse programmer teams. Our data and code is available at https://github.com/lkyin/tool_adoptions. In this paper, we employ a large-scale empirical study in order to characterize the team discussions and to discern the team-level determinants of tool adoption into OSS projects' development pipelines. Guided by theories of team and individual motivations and dynamics, we perform exploratory data analyses, do deep-dive case studies, and develop regression models to learn the determinants of adoption and discussion length, and the direction of their effect on the adoption. From data of commit and comment traces of large-scale GitHub projects, our models find that prior exposure to a tool and member involvement are positively associated with the tool adoption, while longer discussions and the number of newer team members associate negatively. These results can provide guidance beyond the technical appropriateness for the timeliness of tool adoptions in diverse programmer teams. Our data and code is available at https://github.com/lkyin/tool_adoptions.",171081921,16,63,(missing PubMedId)
(missing DOI),Introducing requirements engineering into product development : towards systematic user requirements definition,Marjo Kauppinen,(missing journal),2005,OF DOCTORAL DISSERTATION Author Name of the dissertation Date of manuscript Date of the dissertation Monograph Article dissertation (summary + original articles),167798653,13,137,(missing PubMedId)
(missing DOI),Analyzing the Impact of Beliefs in Software Project Practices,"Carol Passos, A. Braun, D. Cruzes, Manoel G. Mendonça",2011 International Symposium on Empirical Software Engineering and Measurement,2011,"Folklore and beliefs are strong in the software practitioners' community. Software engineering is a communication intensive activity. Software engineers are innovation driven and regularly use automated resources to share ideas, new paradigms and approaches to support and improve their practices. This information flow generates technical folklore and beliefs (that do not have a formal trial basis). Software engineers applying practices are influenced by these and they are inevitably taken on board in the adoption of a particular technology or practice. This paper presents an industrial case study, using a qualitative approach, to investigate the origins and impacts of beliefs on software development team practices. Its main contribution is on the understanding of creation and evolution of technical beliefs, and in studying its use for team practices improvement in the software engineering industry.",167410516,56,51,(missing PubMedId)
(missing DOI),A prototype tool for QUPER to support release planning of quality requirements,"Richard Berntsson-Svensson, P. L. Parker, B. Regnell",2011 Fifth International Workshop on Software Product Management (IWSPM),2011,"Release planning plays an important role for the success of a software product vendor that develops software-intensive incremental products. It is important that the software product is released to the market at the right time, and offers higher quality than the competitors. However, an especially challenging problem for a software product vendor is to set the right quality target in relation to future market demands and competitor products. In this paper, we present a prototype for QUPER, a special-purpose tool for supporting release planning of quality requirements. The applicability of the QUPER prototype tool is demonstrated through academic and industrial evaluations. The study showed that the tool provides a clear overview of the current market situation by the generated roadmaps, and to reach an alignment between practitioners, e.g., product managers and developers, of what level of quality is actually needed.",163191967,11,39,(missing PubMedId)
(missing DOI),Supporting Technology Transfer by Providing Recommendations for Writing Structured Guidelines.,"André Heuer, Philipp Diebold, Torsten Bandyszak",Software Engineering (Workshops),2013,"It takes between 15 and 20 years to achieve widespread implementation of recent technologies from research to practice. Guidelines have shown to be an adequate method for efficiently transferring technology into an industrial context, especially in software engineering. However, recommendations for writing guidelines are still fuzzy w.r.t. content and structure, i.e., existing approaches do not give comprehensive recommendations on how to write meaningful guidelines. In this paper, we propose recommendations for writing guidelines. These recommendations include a reference structure that supports the author in writing guidelines by providing guiding questions for each chapter of a guideline. The recommendations are based on requirements that were elicited from leading companies in different industry domains. It was initially evaluated in a prototypical guideline instantiation by one of our industry partners.",161119537,4,16,(missing PubMedId)
(missing DOI),Early empirical assessment of the practical value of GQM+ strategies,"Vladimir Mandić, Lasse Harjumaa, Jouni Markkula, Markku Oivo",Lecture Notes in Computer Science,2010,"The success of a measurement initiative in a software company depends on the quality of the links between metrics programs and organizational business goals. GQM+ Strategies is a new approach designed to help in establishing links between the organizational business goals and measurement programs. However, there are no reported industrial experiences that demonstrate the practical value of the method. We designed a five-step research approach in order to assess the method's practical value. The approach utilized revised Bloom's taxonomy as a framework for assessing the practitioners' cognition level of the concepts. The results of our study demonstrated that the method has practical value for the case company, and it is capable of addressing real-world problems. In the conducted empirical study, the cognition level of the practitioners was sufficient for a successful implementation of the method.",158744993,13,21,(missing PubMedId)
