Title,Abstract,Authors,Year,Venue,DOI,Cited by,Open Access, URL,Keywords,Language,Numpages,Actions
"Supporting the Combined Selection of Model-Based Testing Techniques","The technical literature on model-based testing (MBT) offers us several techniques with different characteristics and goals. Contemporary software projects usually need to make use of different software testing techniques. However, a lack of empirical information regarding their scalability and effectiveness is observed. It makes their application difficult in real projects, increasing the technical difficulties to combine two or more MBT techniques for the same software project. In addition, current software testing selection approaches offer limited support for the combined selection of techniques. Therefore, this paper describes the conception and evaluation of an approach aimed at supporting the combined selection of MBT techniques for software projects. It consists of an evidence-based body of knowledge with 219 MBT techniques and their corresponding characteristics and a selection process that provides indicators on the level of adequacy (impact indicator) amongst MBT techniques and software projects characteristics. Results from the data analysis indicate it contributes to improve the effectiveness and efficiency of the selection process when compared to another selection approach available in the technical literature. Aiming at facilitating its use, a computerized infrastructure, evaluated into an industrial context and evolved to implement all the facilities needed to support such selection approach, is presented.","A. C. Dias-Neto; G. Travassos","2014","IEEE Transactions on Software Engineering","10.1109/tse.2014.2312915","18","false","https://doi.org/10.1109/tse.2014.2312915","Computer science; Selection (genetic algorithm); Context (archaeology); Process (computing); Software; Software engineering; Scalability; Systems engineering; Machine learning; Engineering","en","-","Include"
"Selecting verification and validation techniques for simulation projects: A planning and tailoring strategy","Conducting verification and validation (V&V) of modeling and simulation (M&S) requires systematic and structured application of different V&V techniques throughout the M&S life cycle. Whether an existing technique is appropriate to a particular V&V activity depends not only on the characteristics of the technique but also on the situation where it will be applied. Although there already exit several guidance documents describing a variety of V&V techniques and their application potential, accessible findings or experiences on the effective selection of suitable V&V techniques for a given M&S context are still lacking. This paper presents: (1.) a characterization approach to developing a V&V techniques catalog that packages the available techniques together with the information about their application conditions; and (2.) a planning and tailoring strategy for project-specific selection of the appropriate V&V techniques from the established catalog according to the goals and characteristics of a simulation study.","Zhongshi Wang","2013","Online World Conference on Soft Computing in Industrial Applications","10.1109/wsc.2013.6721511","13","false","https://doi.org/10.1109/wsc.2013.6721511","Computer science; Context (archaeology); Selection (genetic algorithm); Variety (cybernetics); Systems engineering; Software engineering; Engineering; Machine learning; Artificial intelligence; Biology","en","-","Include"
"Unit Testing Tool Competitions - Lessons Learned","-","S. Bauersfeld; T. Vos; Kiran Lakhotia","2013","FITTEST@ICTSS","10.1007/978-3-319-07785-7_5","18","false","https://doi.org/10.1007/978-3-319-07785-7_5","Benchmark (surveying); Computer science; Java; Unit testing; Context (archaeology); Software engineering; Plan (archaeology); Protocol (science); Software; The Internet","en","20","Include"
"Applying a selection method to choose Quality Attribute Techniques","-","Yin Kia Chiam; M. Staples; Xin Ye; Liming Zhu","2013","Information and Software Technology","10.1016/j.infsof.2013.02.001","13","false","https://doi.org/10.1016/j.infsof.2013.02.001","Quality (philosophy); Computer science; Selection (genetic algorithm); Analytic hierarchy process; Software quality control; Process (computing); Product (mathematics); Software; Software quality; Systems engineering","en","18","Include"
"Testing techniques selection based on ODC fault types and software metrics","-","Domenico Cotroneo; R. Pietrantuono; S. Russo","2013","Journal of Systems and Software","10.1016/j.jss.2013.02.020","32","false","https://doi.org/10.1016/j.jss.2013.02.020","Software reliability testing; Computer science; Non-regression testing; Regression testing; Reliability engineering; Knowledge base; Software; Risk-based testing; Process (computing); Context (archaeology)","en","25","Include"
"Conducting empirical studies in industry: Balancing rigor and relevance","Empirical Software Engineering research has achieved considerable results in building our knowledge about selecting and applying appropriate empirical methods for technology evaluation. Empirical studies in general and empirical studies in industrial settings in particular have played an important role in successful transition of many Software Engineering technologies to industry, for example, defect detection techniques and automated test cases. However, conducting empirical research in industrial settings remains a challenging undertaking for a variety of reasons. There is no substantial literature reporting on the challenges and complexities involved in conducting empirical studies in an industry in general and in settings whose business models are built around global sourcing. This paper reports some of our experiences and lessons learned from conducting empirical research in industry. Some of the observed challenges include short time horizon for research, high expectations, limited research skills, and the ‘acceptable’ research rigor. The paper discusses some of these issues with relevant examples and provides some strategies for overcoming these issues. We also stress that researchers and practitioners should share their experiences of conducting empirical research in order to help build a body of knowledge to guide the future efforts.","Shilpi Jain; M. Babar; J. Fernandez","2013","Conducting Empirical Studies in Industry","10.1109/cesi.2013.6618463","18","false","https://doi.org/10.1109/cesi.2013.6618463","Empirical research; Relevance (law); Variety (cybernetics); Computer science; Management science; Knowledge management; Data science; Engineering; Artificial intelligence; Law","en","-","Include"
"A learning-based method for combining testing techniques","Abstract—This work presents a method to combine testing techniques adaptively during the testing process. It intends to mitigate the sources of uncertainty of software testing processes, by learning from past experience and, at the same time, adapting the technique selection to the current testing session. The method is based on machine learning strategies. It uses offline strategies to take historical information into account about the techniques per-formance collected in past testing sessions; then, online strategies are used to adapt the selection of test cases to the data observed as the testing proceeds. Experimental results show that techniques performance can be accurately characterized from features of the past testing sessions, by means of machine learning algorithms, and that integrating this result into the online algorithm allows improving the fault detection effectiveness with respect to single testing techniques, as well as to their random combination. I.","Domenico Cotroneo; R. Pietrantuono; S. Russo","2013","International Conference on Software Engineering","10.5555/2486788.2486808","22","false","https://doi.org/10.5555/2486788.2486808","Computer science; Machine learning; Test strategy; Non-regression testing; Process (computing); Software performance testing; Artificial intelligence; White-box testing; Selection (genetic algorithm); Random testing","en","-","Include"
"Um framework de apoio à instanciação de técnicas de seleção de tecnologias de software baseadas em estratégias de busca","A qualidade de um projeto de software esta diretamente relacionada com as decisoes tomadas durante suas diversas fases, pois decisoes equivocadas podem causar danos significativos no projeto. Entre as decisoes de um engenheiro de software, pode ser citada a escolha de tecnologias a serem aplicadas em um projeto de software. Geralmente estas decisoes sao tomadas levando-se em conta a experiencia dos profissionais envolvidos nas tarefas. Assim, deixa-se de explorar outras solucoes mais adequadas para tal cenario, algo que uma abordagem cientifica de apoio a tal selecao poderia oferecer. O trabalho apresenta um framework para instanciacao de tecnicas de selecao de tecnologias de software baseado em estrategias de busca. Para isso, o Problema de Selecao de Tecnologias de Software, do ingles Software Technologies Selection Problem (STSP) foi modelado como um problema de otimizacao combinatoria (Conjunto Dominante Minimo) com o objetivo de atender diferentes cenarios reais de Engenharia de Software. O framework proposto para STSP foi idealizado como um mecanismo de apoio aos engenheiros de software que possuiriam dificuldades em usar outros frameworks de otimizacao genericos durante um projeto de software, devido a prazos curtos e recursos
limitados. Tal framework foi desenvolvido para ser integrado com os principais frameworks de meta-heuristica de otimizacao identificados na literatura tecnica, como JMetal e Opt4J,
que implementam um grande numero de meta-heuristicas.
Para analisar a viabilidade da modelagem proposta para o STSP e do framework desenvolvido, foram realizados dois estudos de casos em problemas de otimizacao do mundo real: (i) selecao de tecnicas de teste baseado em modelos; (ii) selecao de tecnicas de elicitacao de requisitos para sistemas embarcados. Os estudos foram realizados utilizando diferentes meta-heuristicas. Os resultados indicam sua viabilidade de apoio a
selecao de tecnologias de software.","Aurélio da Silva Grande","2013","Anais do I Simpósio Brasileiro de Qualidade de Software (SBQS 2002)","10.5753/sbqs.2002.16232","-","-","https://doi.org/10.5753/sbqs.2002.16232","","-","12","Include"
"Unit Testing Tool Competition","This paper describes the Java Unit Testing Tool Competition that ran in the context of the Search Based Software Testing (SBST) workshop at ICST 2013. It describes the main objective of the benchmark, the Java classes that were selected, the data that was collected, the tools that were used for data collection, the protocol that was carried out to execute the benchmark and how the final benchmark score for each participating tool can be calculated.","S. Bauersfeld; T. Vos; Kiran Lakhotia; Simon M. Poulding; Nelly Condori-Fernández","2013","2013 IEEE Sixth International Conference on Software Testing, Verification and Validation Workshops","10.1109/icstw.2013.55","20","false","https://doi.org/10.1109/icstw.2013.55","Benchmark (surveying); Java; Computer science; Context (archaeology); Unit testing; Protocol (science); Software; Software engineering; Data mining; Operating system","en","-","Include"
"Using Defect Taxonomies to Improve the Maturity of the System Test Process: Results from an Industrial Case Study","-","M. Felderer; Armin Beer","2013","International Conference on Software Quality. Process Automation in Software Development","10.1007/978-3-642-35702-2_9","27","false","https://doi.org/10.1007/978-3-642-35702-2_9","Backup; Test strategy; Computer science; Test (biology); Quality (philosophy); Domain (mathematical analysis); Process (computing); Reliability engineering; Product (mathematics); Process management","en","22","Include"
"A characterization approach to selecting verification and validation techniques for simulation projects","Conducting verification and validation (V&V) of modeling and simulation (M&S) requires systematic and structured application of different V&V techniques throughout the M&S life cycle. Whether an existing technique is appropriate to a particular V&V activity depends not only on the characteristics of the technique but also on the situation where it will be applied. This work proposes a characterization approach to identifying and specifying the information relevant for selecting V&V techniques by means of an M&S-specific characterization schema. Based on the proposed schema, an application catalog that works as an information repository for V&V techniques selection is established. This characterization is applicable to any simulation study with well defined and structured model development and V&V processes.","Zhongshi Wang","2012","Online World Conference on Soft Computing in Industrial Applications","10.5555/2429759.2430267","2","-","https://doi.org/10.5555/2429759.2430267","","-","-","Include"
"Requirement-based Software Testing With the UML: A Systematic Mapping Study","-","Nesa Asoudeh; Y. Labiche","2012","International Conference on Software Engineering Advances","10.1109/qrs-c51114.2020.00016","3","-","https://doi.org/10.1109/qrs-c51114.2020.00016","","-","8","Include"
"Providing Trade-Off Techniques Subsets to Improve Software Testing Effectiveness: Using Evolutionary Algorithm to Support Software Testing Techniques Selection by a Web Tool","-","Aurélio da Silva Grande; A. C. Dias-Neto; Rosiane de Freitas Rodrigues","2012","Brazilian Symposium on Artificial Intelligence","10.1007/978-3-642-34459-6_23","3","false","https://doi.org/10.1007/978-3-642-34459-6_23","Computer science; Search-based software engineering; Selection (genetic algorithm); Bipartite graph; Software; Software quality; Set (abstract data type); Software reliability testing; Data mining; Machine learning","en","11","Include"
"Estimating the Return on Investment of Defect Taxonomy Supported System Testing in Industrial Projects","Defect taxonomies collect and organize the domain knowledge and project experience of experts and are a valuable instrument of system testing for several reasons. They provide systematic backup for the design of tests, support decisions for the allocation of testing resources and provide a suitable basis for measuring the product and test quality. In this paper, we present a method of system testing based on defect taxonomies and an appropriate estimation procedure for its return on investment depending on several parameters like the average test design time or the number of test cycles and experience values of a test organization. The estimated return on investment provides decision support whether to apply defect taxonomy supported system testing for a specific product or not. We develop the estimation procedure in the context of an industrial project from a public health insurance institution where the return on investment was positive after the first test cycle. From the experience of this project we extract guidelines and heuristics for precise estimation and interpretation of the return on investment of defect taxonomy supported system testing in the context of other projects.","M. Felderer; Armin Beer","2012","EUROMICRO Conference on Software Engineering and Advanced Applications","10.1109/seaa.2012.33","7","false","https://doi.org/10.1109/seaa.2012.33","Return on investment; Heuristics; Schedule; Backup; Computer science; Test strategy; Context (archaeology); Reliability engineering; Risk analysis (engineering); Engineering","en","-","Include"
"Towards a reasoning framework for software product line testing","Testing can still be considered a bottleneck for software product line engineering. The variability implemented in the source artifacts increases its complexity. Due to its key role for product line quality, testing requires cost-effective practices, such as techniques for test selection should be produced to enable companies to experience the substantial production cost savings. In this paper, we present the outline of a Ph.D. research aimed at developing a reasoning framework to improve SPL testing practices. Based on multiple sources of evidence, the framework intends to provide testers with an automated reasoner for determining which techniques may be suitable for a given variability implementation mechanism, and how these should be employed in order to makes testing in a SPL a more effective and efficient practice. We plan to perform empirical evaluations in order to assess the proposal effectiveness.","I. Machado","2012","Software Product Lines Conference","10.1145/2364412.2364451","-","false","https://doi.org/10.1145/2364412.2364451","Computer science; Bottleneck; Semantic reasoner; Software product line; Product (mathematics); Quality (philosophy); Software engineering; Key (lock); Test plan; Software","en","-","Include"
"A Methodological Framework for Evaluating Software Testing Techniques and Tools","There exists a real need in industry to have guidelines on what testing techniques use for different testing objectives, and how usable (effective, efficient, satisfactory) these techniques are. Up to date, these guidelines do not exist. Such guidelines could be obtained by doing secondary studies on a body of evidence consisting of case studies evaluating and comparing testing techniques and tools. However, such a body of evidence is also lacking. In this paper, we will make a first step towards creating such body of evidence by defining a general methodological evaluation framework that can simplify the design of case studies for comparing software testing tools, and make the results more precise, reliable, and easy to compare. Using this framework, (1) software testing practitioners can more easily define case studies through an instantiation of the framework, (2) results can be better compared since they are all executed according to a similar design, (3) the gap in existing work on methodological evaluation frameworks will be narrowed, and (4) a body of evidence will be initiated. By means of validating the framework, we will present successful applications of this methodological framework to various case studies for evaluating testing tools in an industrial environment with real objects and real subjects.","T. Vos; Beatriz Marín; María José Escalona Cuaresma; Alessandro Marchetto","2012","International Conference on Quality Software","10.1109/qsic.2012.16","50","-","https://doi.org/10.1109/qsic.2012.16","","-","-","Include"
"Porantim-Opt: Optimizing the Combined Selection of Model-Based Testing Techniques","The combination of testing techniques is considered an effective strategy to evaluate a software product. However, the selection of which techniques to combine in a software project has been an interesting challenge in the Software Engineering field. This paper presents a proposal extending an approach developed to support the combined selection of model-based testing (MBT) techniques, named Porantim, applying Multiobjective Combinatorial Optimization strategy by determining the smallest dominating set in a bipartite and weighted graph. Thus, a local search strategy algorithm is proposed generating solutions aiming at maximizing the coverage of software project characteristics and skills required by the testing team to use the techniques and minimizing the eventual effort to construct models used for test cases generation. A preliminary evaluation analyzes this new approach when compared to the Porantim's original version, and the results indicate improvements in the MBT techniques selection.","A. C. Dias-Neto; Rosiane de Freitas Rodrigues; G. Travassos","2011","2011 IEEE Fourth International Conference on Software Testing, Verification and Validation Workshops","10.1109/icstw.2011.33","11","false","https://doi.org/10.1109/icstw.2011.33","Computer science; Selection (genetic algorithm); Search-based software engineering; Bipartite graph; Software; Set (abstract data type); Software testing; Graph; Machine learning; Reliability engineering","en","-","Include"
"On the development life cycle of distributed functional applications: a case study","[Abstract] In a world where technology plays a major, increasing role day after day,\n\t\t\t\t efforts devoted to develop better software are never too much. Both industry\n\t\t\t\t and academia are well aware of this, and keep on working to face the new\n\t\t\t\t problems and challenges that arise, more efficiently and effectively each time.\n\t\t\t\t Companies show their interest in cutting-edge methods, techniques, and tools,\n\t\t\t\t especially when they are backed up with empirical results that show practical\n\t\t\t\t benefits. On the other hand, academia is more than ever aware of real-world\n\t\t\t\t problems, and it is succeeding in connecting its research efforts to actual case\n\t\t\t\t studies.\n\t\t\t\t This thesis follows the mentioned trend, as it presents a study on software\n\t\t\t\t applications development based on a real case. As its main novelty and contribution,\n\t\t\t\t the integral process of software development is addressed from the\n\t\t\t\t functional paradigm point of view. In contrast with the traditional imperative\n\t\t\t\t paradigm, the functional paradigm represents not only a different way of developing\n\t\t\t\t applications, but also a distinct manner of thinking about software\n\t\t\t\t itself. This work goes through the characteristics and properties that functional\n\t\t\t\t technology gives to both software and its development process, from\n\t\t\t\t the early analysis and design development phases, up to the final and no less\n\t\t\t\t critical verification and validation stages. In particular, the strengths and opportunities\n\t\t\t\t that emerge in the broad field of testing, thanks to the use of the\n\t\t\t\t functional paradigm, are explored in depth.\n\t\t\t\t From the analysis of this process being put into practise in a real software\n\t\t\t\t development experience, we draw conclusions about the convenience of applying\n\t\t\t\t a functional approach to complex domains. At the same time, we extract\n\t\t\t\t a reusable engineering methodology to do so.","L. M. Castro","2011","LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas)","10.22214/ijraset.2022.47720","1","-","https://doi.org/10.22214/ijraset.2022.47720","","-","6","Include"
"An analysis of a comprehensive planning framework for customizing SQA","Software quality assurance (SQA) is an important part of software development that ensures the software quality. The effectiveness of the process is highly dependent on the technique(s) and tools(s) that are employed for the execution of the process. However, the choice of technique or tool to use is a hard and complicated decision that involves many factors. Research has been done to formalize the method of defining and characterizing these factors. In this paper we have analyzed the framework proposed by Frank Elberzhanger and Christian Denger. The shortcomings and limitations are highlighted and possible improvements are given. We further propose a new model/framework on the basis of above discussion.","Shahela Saif; A. A. Khan; F. Arif","2010","National Symposium on Electromagnetic Compatibility","10.1145/1890810.1890812","7","false","https://doi.org/10.1145/1890810.1890812","Computer science; Software quality assurance; Process (computing); Software quality; Software engineering; Quality assurance; Quality (philosophy); Software; Software quality analyst; Risk analysis (engineering)","en","-","Include"
"Determining Organization-Specific Process Suitability","-","O. Armbrust","2010","International Conference on the Software Process","10.1007/978-3-642-14347-2_4","4","false","https://doi.org/10.1007/978-3-642-14347-2_4","Scope (computer science); Computer science; Process (computing); Process management; Risk analysis (engineering); Business process; Software; Management science; Systems engineering; Work in process","en","13","Include"
"Applying empirical software engineering to software architecture: challenges and lessons learned","In the last 15 years, software architecture has emerged as an important software engineering field for managing the development and maintenance of large, software-intensive systems. Software architecture community has developed numerous methods, techniques, and tools to support the architecture process (analysis, design, and review). Historically, most advances in software architecture have been driven by talented people and industrial experience, but there is now a growing need to systematically gather empirical evidence about the advantages or otherwise of tools and methods rather than just rely on promotional anecdotes or rhetoric. The aim of this paper is to promote and facilitate the application of the empirical paradigm to software architecture. To this end, we describe the challenges and lessons learned when assessing software architecture research that used controlled experiments, replications, expert opinion, systematic literature reviews, observational studies, and surveys. Our research will support the emergence of a body of knowledge consisting of the more widely-accepted and well-formed software architecture theories.","D. Falessi; M. Babar; G. Cantone; Philippe B Kruchten","2010","Empirical Software Engineering","10.1007/s10664-009-9121-0","65","-","https://doi.org/10.1007/s10664-009-9121-0","","-","-","Include"
"Model-based testing approaches selection for software projects","-","A. C. Dias-Neto; G. Travassos","2009","Information and Software Technology","10.1016/j.infsof.2009.06.010","54","false","https://doi.org/10.1016/j.infsof.2009.06.010","Software construction; Software engineering; Software reliability testing; Verification and validation; System integration testing; Computer science; Software development; Software; Personal software process; Systems engineering","en","18","Include"
"Evaluation of {model-based} testing techniques selection approaches: An external replication","The selection of software technologies represents a risk factor to a software project. Therefore, using tailored software technologies to support this task can contribute to reduce the risk of inadequate choices made by software engineers. This paper presents the results of an experimental study conducted to evaluate if three dependent variables (selection time, % of correct choices, and used information) can be significantly affected by two different approaches to support the selection of model-based testing techniques. This study consists of an external replication of an experiment conducted to evaluate two approaches for the selection of testing techniques. Therefore, we present the adaptations performed in the planning and design of the experiment and the challenges observed in conducting a study replication. The results indicated that the time spent to select MBT techniques and the percentage of right selections can be affected by the approach used to select MBT techniques for different software project categories.","A. C. Dias-Neto; G. Travassos","2009","International Symposium on Empirical Software Engineering and Measurement","10.1109/esem.2009.5316007","14","false","https://doi.org/10.1109/esem.2009.5316007","Replication (statistics); Selection (genetic algorithm); Computer science; Software; Task (project management); Software reliability testing; Reliability engineering; Software engineering; Software quality; Software development","en","-","Include"
"Maturing Software Engineering Knowledge through Classifications: A Case Study on Unit Testing Techniques","Classification makes a significant contribution to advancing knowledge in both science and engineering. It is a way of investigating the relationships between the objects to be classified and identifies gaps in knowledge. Classification in engineering also has a practical application; it supports object selection. They can help mature software engineering knowledge, as classifications constitute an organized structure of knowledge items. Till date, there have been few attempts at classifying in software engineering. In this research, we examine how useful classifications in software engineering are for advancing knowledge by trying to classify testing techniques. The paper presents a preliminary classification of a set of unit testing techniques. To obtain this classification, we enacted a generic process for developing useful software engineering classifications. The proposed classification has been proven useful for maturing knowledge about testing techniques, and therefore, SE, as it helps to: 1) provide a systematic description of the techniques, 2) understand testing techniques by studying the relationships among techniques (measured in terms of differences and similarities), 3) identify potentially useful techniques that do not yet exist by analyzing gaps in the classification, and 4) support practitioners in testing technique selection by matching technique characteristics to project characteristics.","S. Vegas; Natalia Juristo Juzgado; V. Basili","2009","IEEE Transactions on Software Engineering","10.1109/tse.2009.13","65","false","https://doi.org/10.1109/tse.2009.13","Computer science; Software engineering; Software mining; Knowledge engineering; Selection (genetic algorithm); Set (abstract data type); Process (computing); Data science; Data mining; Software","en","-","Include"
"Porantim: An approach to support the combination and selection of Model-based Testing techniques","The technical literature regarding Model-based Testing (MBT) has several techniques with different characteristics and goals available to be applied in software projects. Besides the lack of information regarding these techniques, they could be applied together in a software project aiming at improving the testing coverage. However, this decision needs to be carefully analyzed to avoid loss of resources in a software project. Based on this scenario, this paper proposes an approach with the purpose of supporting the unique or combined selection of MBT techniques for a given software project considering two aspects: the adequacy level between MBT techniques and the software project characteristics and impact of more than one MBT technique in some testing process variables. At the end, preliminary results of an experimental evaluation are presented.","A. C. Dias-Neto; G. Travassos","2009","2009 ICSE Workshop on Automation of Software Test","10.1109/iwast.2009.5069035","10","false","https://doi.org/10.1109/iwast.2009.5069035","Computer science; Software engineering; Software reliability testing; Non-regression testing; Software; Process (computing); Selection (genetic algorithm); Reliability engineering; Software project management; Test strategy","en","-","Include"
"Scoping software process lines","International audience","O. Armbrust; M. Katahira; Yuko Miyamoto; Jürgen Münch; H. Nakao; A. Ocampo","2009","Software Process: Improvement and Practice","10.1002/spip.v14:3","51","false","https://doi.org/10.1002/spip.v14:3","Method engineering; Computer science; Task (project management); Software engineering; Service (business); Systems engineering; Engineering management; Data science; Engineering; Economics","en","-","Include"
"An approach for component testing and its empirical validation","The lack of information limits component consumers to understand candidate components sufficiently in a way they can check if a given component fulfills its goal. Thus, this paper presents an approach to support component testing aiming to reduce the lack of information between component producers and component consumers. Additionally, the approach is covered by a CASE tool integrated in the development environment. An experimental study was performed in order to evaluate its efficiency and difficulties of its use. The experimental study indicates that the approach is viable and the tool support provides effort reduction to component producers and component consumers.","F. R. C. Silva; E. Almeida; S. Meira","2009","ACM Symposium on Applied Computing","10.1145/1529282.1529405","10","false","https://doi.org/10.1145/1529282.1529405","Component (thermodynamics); Computer science; Reliability engineering; Risk analysis (engineering); Engineering; Business; Thermodynamics; Physics","en","-","Include"
"Measuring testing as a distributed component of the software life cycle","We study software testing as a distributed component of the software life cycle, developing a technique for estimating testing validity. The goal of this paper is to build measures for testing result estimation, to find how tested properties influenc","M. Burgin; N. Debnath; Haesun K. Lee","2009","J. Comput. Methods Sci. Eng.","10.3233/jcm-2009-0249","5","false","https://doi.org/10.3233/jcm-2009-0249","Component (thermodynamics); Computer science; Software; Reliability engineering; Software engineering; Programming language; Engineering; Physics; Thermodynamics","en","-","Include"
"RiPLE-EM: a process to manage evolution in software product lines","-","T. Oliveira","2009","Proceedings of the Sixth International Workshop on Variability Modeling of Software-Intensive Systems","10.1145/2110147.2110168","7","-","https://doi.org/10.1145/2110147.2110168","","-","9","Include"
"Supporting the selection of model-based testing approaches for software projects","Software technologies, such as model-based testing approaches, have specific characteristics and limitations that can affect their use in software projects. To make available knowledge regarding such technologies is important to support the decision regarding their use in software projects. In particular, a choice of model-based testing approach can influence testing success or failure. Therefore, this paper aims at describing knowledge acquired from a systematic review regarding model-based testing approaches and proposing an infrastructure towards supporting their selection for software projects.","A. C. Dias-Neto; G. Travassos","2008","International Conference/Workshop on Automation of Software Test","10.1145/1370042.1370047","16","false","https://doi.org/10.1145/1370042.1370047","Computer science; System integration testing; Software reliability testing; Selection (genetic algorithm); Software engineering; Software testing; Test strategy; Software construction; Software performance testing; Software","en","-","Include"
"Scoping Software Process Models - Initial Concepts and Experience from Defining Space Standards","Defining process standards by integrating, harmonizing, and standardizingheterogeneous and often implicit processes is an important task, especiallyfor large development organizations. However, many challenges exist,such as limiting the scope of process standards, coping with different levels ofprocess model abstraction, and identifying relevant process variabilities to beincluded in the standard. On the one hand, eliminating process variability bybuilding more abstract models with higher degrees of interpretation has manydisadvantages, such as less control over the process. Integrating all kinds ofvariability, on the other hand, leads to high process deployment costs. This articledescribes requirements and concepts for determining the scope of processstandards based on a characterization of the potential productzs to be producedin the future, the projects expected for the future, and the respective process capabilitiesneeded. In addition, the article sketches experience from determiningthe scope of space process standards for satellite software development. Finally,related work with respect to process model scoping, conclusions, and an outlookon future work are presented.","O. Armbrust; M. Katahira; Yuko Miyamoto; Jürgen Münch; H. Nakao; A. Ocampo","2008","International Conference on the Software Process","10.1007/978-3-540-79588-9_15","38","-","https://doi.org/10.1007/978-3-540-79588-9_15","","-","-","Include"
"A Toolbox for software architecture design","L'architettura software è emersa come una importante tematica, nel campo del software engineering, per gestire la complessità relativa allo sviluppo e manutenzione di grandi sistemi software. L' idea chiave di questa tesi è che non c'è alcuna soluzione miracolosa nell' ambito del software engineering ma ogni tecnica ha i suoi vantaggi e svantaggi; di conseguenza, la bontà di un determinato metodo varia in base alle caratteristiche del contesto di applicazione. Un famoso proverbio dice: 1)un cattivo artigiano incolpa i suoi strumenti, 2) il peggior artigiano sceglie lo strumento sbagliato e poi da colpa allo strumento, 3) un buon artigiano sceglie ed usa gli strumenti in maniera opportuna. Mentre la comunità del software engineering si è occupata prevalentemente di offrire sempre nuovi metodi il cui utilizzo è supposto dare dei risultati migliori dei precedenti, c'è un vuoto nell' assistere l'architetto del sistema software nel selezionare o mettere a punto il giusto metodo. In questo contesto, la presente tesi offre un insieme di strumenti per la progettazione dell' architettura software, dal quale l' architetto di sistema è agevolato a selezione (e mettere appunto) il miglior strumento da utilizzare in base alle peculiarità del contesto di applicazione. Progettare una architettura software è un' attività molto complicata e involve differente tipologie di attività; la presente tesi riguarda le seguenti attività: metodi di progettazione dell' architettura software; tecniche decisionali per giungere a compromessi durane la progettazione dell' architettura software; strategie per applicare studi empirici sui metodi di progettazione architetturale; strategie di documentazioni delle decisioni progettuali.","D. Falessi","2008","Cineca Institutional Research Information System (Tor Vergata University)","10.58015/falessi-davide_phd2008-01-07","-","-","https://doi.org/10.58015/falessi-davide_phd2008-01-07","","-","-","Include"
"A Comprehensive Planning Framework for Selecting and Customizing Quality Assurance Techniques","Different quality assurance techniques can be applied in the software development lifecycle to improve the quality of a product. Today, no holistic approach for planning and customizing inspection and testing techniques in a given context exists. In this paper, we present a framework which consists of the main aspects necessary for a systematic planning of quality assurance activities in different development steps. We present the core elements of the framework: influence and variation factors, characteristics of techniques and a role concept. The framework is a first step towards a systematic planning approach for quality assurance, which has to be refined in future research. Based on the elements, we recommend an initial process how to apply the framework. With this, a basis is developed to support quality managers planning quality assurance techniques in a more systematic way.","Frank Elberzhager; C. Denger","2007","EUROMICRO Conference on Software Engineering and Advanced Applications","10.1109/euromicro.2007.6","4","false","https://doi.org/10.1109/euromicro.2007.6","Quality assurance; Software quality assurance; Computer science; Quality (philosophy); Context (archaeology); Software quality control; QA/QC; Process (computing); Software quality analyst; Process management","en","-","Include"
"Selecting V&V Technology Combinations: How to Pick a Winner?","Numerous software verification and validation (V&V) techniques and tools exist to analyse requirements, designs and implementations of software systems. These V&V technologies range from relatively lightweight ones, such as inspection and testing, to more heavyweight technologies based on formal methods and theorem proving. For complex systems, a significant part of the cost and effort for development and maintenance is associated with V&V activities, and this almost always involves selecting and applying a mix of V&V technologies. Unfortunately, little is known about the cost-effectiveness of individual technologies or how to derive the most cost-effective combination. As such, combinations for particular projects are typically selected in an ad-hoc way. In this paper, several issues related to the selection and evaluation of combinations of V&V technologies are explored, based on personal experiences with the V&V of concurrent Java components. A V&V method is presented that was systematically derived through an analysis of the possible failures that can occur in concurrent Java components. This method combines inspection, static analysis, and dynamic testing. In addition, empirical methods that use analysis of fault data and experiments to evaluate V&V combinations are presented. Finally, ideas are presented for an iterative method that can be used to assist with both the selection and evaluation of cost-effective V&V combinations in a given context.","P. Strooper; Margaret A. Wojcicki","2007","IEEE International Conference on Engineering of Complex Computer Systems","10.1109/iceccs.2007.40","10","false","https://doi.org/10.1109/iceccs.2007.40","Computer science; Java; Context (archaeology); Implementation; Software; Software engineering; Selection (genetic algorithm); Reliability engineering; Programming language; Engineering","en","-","Include"
"An Iterative Empirical Strategy for the Systematic Selection of a Combination of Verification and Validation Technologies","The rapid development of verification and validation (V&V) has resulted in a multitude of V&V technologies, making V&V selection difficult for practitioners. Since most V&V technologies will be combined it is important to be aware of how they should be combined and the cost-effectiveness of these combinations. This paper presents a strategy for selecting and evaluating particular V&V combinations that focuses on maximising completeness and minimising effort. The strategy includes a systematic approach for applying empirical information regarding the costs and capabilities of V&V technologies.","Margaret A. Wojcicki; P. Strooper","2007","Fifth International Workshop on Software Quality (WoSQ'07: ICSE Workshops 2007)","10.1109/wosq.2007.4","29","false","https://doi.org/10.1109/wosq.2007.4","Computer science; Selection (genetic algorithm); Completeness (order theory); Systems engineering; Machine learning; Engineering; Mathematics; Mathematical analysis","en","-","Include"
